t,OR Category L1,OR Category L2,counts
-2109,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-2108,Execution Delivery and Process Management,Clients' Accounts Management,1
-2108,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2107,Clients Products and Business Practices,Advisory Activity,1
-2107,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-2107,External Fraud,Theft and Fraud (External Fraud),1
-2106,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",7
-2105,Execution Delivery and Process Management,Suppliers,1
-2105,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-2105,Internal Fraud,Theft and Fraud (Internal Fraud),2
-2102,Execution Delivery and Process Management,Clients' Accounts Management,1
-2100,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2100,Internal Fraud,Theft and Fraud (Internal Fraud),1
-2099,Business Disruption and System Failures,Systems Failure,1
-2099,Clients Products and Business Practices,Defective Products,1
-2099,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-2099,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2098,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-2098,Employment Practices and Workplace Safety,Human Resources Management,1
-2098,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-2098,External Fraud,Theft and Fraud (External Fraud),1
-2098,Internal Fraud,Theft and Fraud (Internal Fraud),1
-2095,Internal Fraud,Unauthorised Activity,1
-2094,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-2093,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-2093,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2092,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-2087,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2086,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2085,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-2084,Clients Products and Business Practices,Advisory Activity,1
-2084,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-2084,Clients Products and Business Practices,Trade Counterparties,1
-2084,Employment Practices and Workplace Safety,Human Resources Management,2
-2084,Execution Delivery and Process Management,Contractual Customer Documents,1
-2081,Clients Products and Business Practices,Advisory Activity,1
-2081,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",4
-2078,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2077,Business Disruption and System Failures,Systems Failure,1
-2077,Execution Delivery and Process Management,Suppliers,1
-2074,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2072,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2070,Business Disruption and System Failures,Systems Failure,1
-2070,Execution Delivery and Process Management,Suppliers,1
-2070,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2070,External Fraud,Theft and Fraud (External Fraud),1
-2070,Internal Fraud,Theft and Fraud (Internal Fraud),1
-2069,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2067,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-2066,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2064,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2063,Clients Products and Business Practices,Improper Business or Market Practices,1
-2063,Employment Practices and Workplace Safety,"Employee Relations, Equality and Discrimination",1
-2058,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2057,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2057,Internal Fraud,Theft and Fraud (Internal Fraud),1
-2056,Business Disruption and System Failures,Systems Failure,1
-2056,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2053,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2052,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2051,Clients Products and Business Practices,Improper Business or Market Practices,1
-2051,External Fraud,Theft and Fraud (External Fraud),1
-2046,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2043,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2043,Internal Fraud,Theft and Fraud (Internal Fraud),1
-2042,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2042,External Fraud,Theft and Fraud (External Fraud),1
-2039,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2039,External Fraud,Theft and Fraud (External Fraud),2
-2038,Business Disruption and System Failures,Systems Failure,1
-2038,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2037,External Fraud,Theft and Fraud (External Fraud),1
-2036,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-2034,External Fraud,Theft and Fraud (External Fraud),1
-2032,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-2032,Internal Fraud,Theft and Fraud (Internal Fraud),1
-2030,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2029,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-2028,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2025,Execution Delivery and Process Management,Clients' Accounts Management,3
-2025,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2023,Clients Products and Business Practices,Improper Business or Market Practices,1
-2023,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2023,Internal Fraud,Unauthorised Activity,1
-2022,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-2022,Internal Fraud,Theft and Fraud (Internal Fraud),1
-2021,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-2018,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-2017,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2017,External Fraud,Theft and Fraud (External Fraud),1
-2010,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2009,Clients Products and Business Practices,Advisory Activity,1
-2009,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2008,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-2008,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2008,External Fraud,Theft and Fraud (External Fraud),1
-2007,Business Disruption and System Failures,Systems Failure,1
-2007,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2007,Internal Fraud,Theft and Fraud (Internal Fraud),1
-2004,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2004,External Fraud,Theft and Fraud (External Fraud),1
-2003,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-2003,External Fraud,Theft and Fraud (External Fraud),1
-2002,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",3
-2001,Internal Fraud,Theft and Fraud (Internal Fraud),1
-2000,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-1996,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-1995,Clients Products and Business Practices,"Suitability, Information Disclosure and Fiduciary Duty",1
-1995,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-1994,Execution Delivery and Process Management,Contractual Customer Documents,1
-1994,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-1993,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
-1992,External Fraud,Theft and Fraud (External Fraud),1
-1989,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-1988,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",1
-1987,Execution Delivery and Process Management,"Transaction Capture, Execution and Maintenance",2
