"t","L1_cat","L2_cat","counts"
-294,"EF","EFSS",0
-294,"EDPM","TCEM",5
-293,"EF","EFTF",1
-293,"EF","EFSS",3
-293,"EDPM","TCEM",3
-292,"EF","EFTF",2
-292,"EF","EFSS",1
-292,"EDPM","TCEM",9
-291,"EF","EFTF",1
-291,"EF","EFSS",0
-291,"EDPM","TCEM",9
-290,"EF","EFTF",0
-290,"EF","EFSS",0
-290,"EDPM","TCEM",9
-289,"EF","EFTF",0
-289,"EF","EFSS",1
-289,"EDPM","TCEM",9
-288,"EF","EFTF",0
-288,"EF","EFSS",0
-288,"EDPM","TCEM",9
-287,"EF","EFTF",1
-287,"EF","EFSS",1
-287,"EDPM","TCEM",6
-286,"EF","EFTF",2
-286,"EF","EFSS",2
-286,"EDPM","TCEM",6
-285,"EF","EFTF",1
-285,"EF","EFSS",0
-285,"EDPM","TCEM",4
-284,"EF","EFTF",0
-284,"EF","EFSS",0
-284,"EDPM","TCEM",4
-283,"EF","EFTF",0
-283,"EF","EFSS",0
-283,"EDPM","TCEM",9
-282,"EF","EFTF",2
-282,"EF","EFSS",1
-282,"EDPM","TCEM",6
-281,"EF","EFTF",2
-281,"EF","EFSS",2
-281,"EDPM","TCEM",10
-280,"EF","EFTF",1
-280,"EF","EFSS",1
-280,"EDPM","TCEM",10
-279,"EF","EFTF",1
-279,"EF","EFSS",1
-279,"EDPM","TCEM",10
-278,"EF","EFTF",0
-278,"EF","EFSS",1
-278,"EDPM","TCEM",10
-277,"EF","EFTF",0
-277,"EF","EFSS",0
-277,"EDPM","TCEM",9
-276,"EF","EFTF",1
-276,"EF","EFSS",1
-276,"EDPM","TCEM",9
-275,"EF","EFTF",0
-275,"EF","EFSS",1
-275,"EDPM","TCEM",3
-274,"EF","EFTF",0
-274,"EF","EFSS",0
-274,"EDPM","TCEM",4
-273,"EF","EFTF",1
-273,"EF","EFSS",2
-273,"EDPM","TCEM",7
-272,"EF","EFTF",0
-272,"EF","EFSS",0
-272,"EDPM","TCEM",7
-271,"EF","EFTF",0
-271,"EF","EFSS",0
-271,"EDPM","TCEM",9
-270,"EF","EFTF",1
-270,"EF","EFSS",1
-270,"EDPM","TCEM",8
-269,"EF","EFTF",2
-269,"EF","EFSS",2
-269,"EDPM","TCEM",10
-268,"EF","EFTF",0
-268,"EF","EFSS",1
-268,"EDPM","TCEM",6
-267,"EF","EFTF",0
-267,"EF","EFSS",0
-267,"EDPM","TCEM",6
-266,"EF","EFTF",0
-266,"EF","EFSS",2
-266,"EDPM","TCEM",12
-265,"EF","EFTF",0
-265,"EF","EFSS",1
-265,"EDPM","TCEM",7
-264,"EF","EFTF",2
-264,"EF","EFSS",0
-264,"EDPM","TCEM",7
-263,"EF","EFTF",0
-263,"EF","EFSS",1
-263,"EDPM","TCEM",2
-262,"EF","EFTF",0
-262,"EF","EFSS",0
-262,"EDPM","TCEM",5
-261,"EF","EFTF",1
-261,"EF","EFSS",4
-261,"EDPM","TCEM",5
-260,"EF","EFTF",1
-260,"EF","EFSS",0
-260,"EDPM","TCEM",5
-259,"EF","EFTF",0
-259,"EF","EFSS",1
-259,"EDPM","TCEM",7
-258,"EF","EFTF",1
-258,"EF","EFSS",0
-258,"EDPM","TCEM",6
-257,"EF","EFTF",1
-257,"EF","EFSS",1
-257,"EDPM","TCEM",9
-256,"EF","EFTF",0
-256,"EF","EFSS",1
-256,"EDPM","TCEM",8
-255,"EF","EFTF",0
-255,"EF","EFSS",0
-255,"EDPM","TCEM",5
-254,"EF","EFTF",1
-254,"EF","EFSS",2
-254,"EDPM","TCEM",7
-253,"EF","EFTF",1
-253,"EF","EFSS",0
-253,"EDPM","TCEM",3
-252,"EF","EFTF",1
-252,"EF","EFSS",4
-252,"EDPM","TCEM",9
-251,"EF","EFTF",1
-251,"EF","EFSS",2
-251,"EDPM","TCEM",7
-250,"EF","EFTF",0
-250,"EF","EFSS",2
-250,"EDPM","TCEM",10
-249,"EF","EFTF",0
-249,"EF","EFSS",0
-249,"EDPM","TCEM",3
-248,"EF","EFTF",0
-248,"EF","EFSS",1
-248,"EDPM","TCEM",7
-247,"EF","EFTF",0
-247,"EF","EFSS",2
-247,"EDPM","TCEM",4
-246,"EF","EFTF",1
-246,"EF","EFSS",1
-246,"EDPM","TCEM",4
-245,"EF","EFTF",1
-245,"EF","EFSS",0
-245,"EDPM","TCEM",7
-244,"EF","EFTF",1
-244,"EF","EFSS",0
-244,"EDPM","TCEM",6
-243,"EF","EFTF",0
-243,"EF","EFSS",0
-243,"EDPM","TCEM",5
-242,"EF","EFTF",1
-242,"EF","EFSS",1
-242,"EDPM","TCEM",10
-241,"EF","EFTF",1
-241,"EF","EFSS",0
-241,"EDPM","TCEM",11
-240,"EF","EFTF",0
-240,"EF","EFSS",1
-240,"EDPM","TCEM",6
-239,"EF","EFTF",1
-239,"EF","EFSS",1
-239,"EDPM","TCEM",9
-238,"EF","EFTF",0
-238,"EF","EFSS",0
-238,"EDPM","TCEM",3
-237,"EF","EFTF",1
-237,"EF","EFSS",2
-237,"EDPM","TCEM",7
-236,"EF","EFTF",1
-236,"EF","EFSS",1
-236,"EDPM","TCEM",5
-235,"EF","EFTF",0
-235,"EF","EFSS",0
-235,"EDPM","TCEM",7
-234,"EF","EFTF",0
-234,"EF","EFSS",0
-234,"EDPM","TCEM",11
-233,"EF","EFTF",0
-233,"EF","EFSS",1
-233,"EDPM","TCEM",7
-232,"EF","EFTF",0
-232,"EF","EFSS",0
-232,"EDPM","TCEM",10
-231,"EF","EFTF",0
-231,"EF","EFSS",1
-231,"EDPM","TCEM",8
-230,"EF","EFTF",0
-230,"EF","EFSS",0
-230,"EDPM","TCEM",10
-229,"EF","EFTF",0
-229,"EF","EFSS",0
-229,"EDPM","TCEM",8
-228,"EF","EFTF",1
-228,"EF","EFSS",4
-228,"EDPM","TCEM",11
-227,"EF","EFTF",0
-227,"EF","EFSS",2
-227,"EDPM","TCEM",3
-226,"EF","EFTF",0
-226,"EF","EFSS",3
-226,"EDPM","TCEM",6
-225,"EF","EFTF",1
-225,"EF","EFSS",3
-225,"EDPM","TCEM",10
-224,"EF","EFTF",0
-224,"EF","EFSS",1
-224,"EDPM","TCEM",6
-223,"EF","EFTF",1
-223,"EF","EFSS",1
-223,"EDPM","TCEM",4
-222,"EF","EFTF",0
-222,"EF","EFSS",2
-222,"EDPM","TCEM",2
-221,"EF","EFTF",0
-221,"EF","EFSS",0
-221,"EDPM","TCEM",10
-220,"EF","EFTF",0
-220,"EF","EFSS",0
-220,"EDPM","TCEM",4
-219,"EF","EFTF",0
-219,"EF","EFSS",0
-219,"EDPM","TCEM",6
-218,"EF","EFTF",2
-218,"EF","EFSS",0
-218,"EDPM","TCEM",7
-217,"EF","EFTF",1
-217,"EF","EFSS",0
-217,"EDPM","TCEM",5
-216,"EF","EFTF",2
-216,"EF","EFSS",1
-216,"EDPM","TCEM",7
-215,"EF","EFTF",0
-215,"EF","EFSS",0
-215,"EDPM","TCEM",3
-214,"EF","EFTF",0
-214,"EF","EFSS",0
-214,"EDPM","TCEM",5
-213,"EF","EFTF",0
-213,"EF","EFSS",3
-213,"EDPM","TCEM",5
-212,"EF","EFTF",0
-212,"EF","EFSS",1
-212,"EDPM","TCEM",5
-211,"EF","EFTF",0
-211,"EF","EFSS",1
-211,"EDPM","TCEM",7
-210,"EF","EFTF",1
-210,"EF","EFSS",3
-210,"EDPM","TCEM",9
-209,"EF","EFTF",0
-209,"EF","EFSS",1
-209,"EDPM","TCEM",2
-208,"EF","EFTF",1
-208,"EF","EFSS",0
-208,"EDPM","TCEM",7
-207,"EF","EFTF",2
-207,"EF","EFSS",1
-207,"EDPM","TCEM",11
-206,"EF","EFTF",0
-206,"EF","EFSS",1
-206,"EDPM","TCEM",6
-205,"EF","EFTF",0
-205,"EF","EFSS",0
-205,"EDPM","TCEM",7
-204,"EF","EFTF",0
-204,"EF","EFSS",2
-204,"EDPM","TCEM",5
-203,"EF","EFTF",0
-203,"EF","EFSS",0
-203,"EDPM","TCEM",4
-202,"EF","EFTF",2
-202,"EF","EFSS",4
-202,"EDPM","TCEM",8
-201,"EF","EFTF",1
-201,"EF","EFSS",2
-201,"EDPM","TCEM",4
-200,"EF","EFTF",0
-200,"EF","EFSS",0
-200,"EDPM","TCEM",4
-199,"EF","EFTF",0
-199,"EF","EFSS",1
-199,"EDPM","TCEM",4
-198,"EF","EFTF",0
-198,"EF","EFSS",2
-198,"EDPM","TCEM",5
-197,"EF","EFTF",0
-197,"EF","EFSS",1
-197,"EDPM","TCEM",5
-196,"EF","EFTF",1
-196,"EF","EFSS",3
-196,"EDPM","TCEM",8
-195,"EF","EFTF",0
-195,"EF","EFSS",2
-195,"EDPM","TCEM",7
-194,"EF","EFTF",0
-194,"EF","EFSS",0
-194,"EDPM","TCEM",11
-193,"EF","EFTF",0
-193,"EF","EFSS",0
-193,"EDPM","TCEM",7
-192,"EF","EFTF",0
-192,"EF","EFSS",0
-192,"EDPM","TCEM",2
-191,"EF","EFTF",0
-191,"EF","EFSS",0
-191,"EDPM","TCEM",7
-190,"EF","EFTF",0
-190,"EF","EFSS",0
-190,"EDPM","TCEM",9
-189,"EF","EFTF",0
-189,"EF","EFSS",1
-189,"EDPM","TCEM",8
-188,"EF","EFTF",3
-188,"EF","EFSS",2
-188,"EDPM","TCEM",6
-187,"EF","EFTF",4
-187,"EF","EFSS",7
-187,"EDPM","TCEM",8
-186,"EF","EFTF",0
-186,"EF","EFSS",0
-186,"EDPM","TCEM",6
-185,"EF","EFTF",1
-185,"EF","EFSS",0
-185,"EDPM","TCEM",8
-184,"EF","EFTF",1
-184,"EF","EFSS",2
-184,"EDPM","TCEM",7
-183,"EF","EFTF",1
-183,"EF","EFSS",1
-183,"EDPM","TCEM",5
-182,"EF","EFTF",1
-182,"EF","EFSS",1
-182,"EDPM","TCEM",9
-181,"EF","EFTF",1
-181,"EF","EFSS",1
-181,"EDPM","TCEM",12
-180,"EF","EFTF",0
-180,"EF","EFSS",1
-180,"EDPM","TCEM",4
-179,"EF","EFTF",1
-179,"EF","EFSS",1
-179,"EDPM","TCEM",3
-178,"EF","EFTF",0
-178,"EF","EFSS",0
-178,"EDPM","TCEM",5
-177,"EF","EFTF",0
-177,"EF","EFSS",0
-177,"EDPM","TCEM",5
-176,"EF","EFTF",0
-176,"EF","EFSS",0
-176,"EDPM","TCEM",9
-175,"EF","EFTF",0
-175,"EF","EFSS",1
-175,"EDPM","TCEM",8
-174,"EF","EFTF",0
-174,"EF","EFSS",1
-174,"EDPM","TCEM",12
-173,"EF","EFTF",0
-173,"EF","EFSS",4
-173,"EDPM","TCEM",3
-172,"EF","EFTF",0
-172,"EF","EFSS",1
-172,"EDPM","TCEM",12
-171,"EF","EFTF",2
-171,"EF","EFSS",1
-171,"EDPM","TCEM",3
-170,"EF","EFTF",0
-170,"EF","EFSS",1
-170,"EDPM","TCEM",8
-169,"EF","EFTF",1
-169,"EF","EFSS",2
-169,"EDPM","TCEM",8
-168,"EF","EFTF",0
-168,"EF","EFSS",1
-168,"EDPM","TCEM",7
-167,"EF","EFTF",0
-167,"EF","EFSS",0
-167,"EDPM","TCEM",3
-166,"EF","EFTF",0
-166,"EF","EFSS",1
-166,"EDPM","TCEM",3
-165,"EF","EFTF",0
-165,"EF","EFSS",1
-165,"EDPM","TCEM",2
-164,"EF","EFTF",0
-164,"EF","EFSS",2
-164,"EDPM","TCEM",8
-163,"EF","EFTF",0
-163,"EF","EFSS",0
-163,"EDPM","TCEM",6
-162,"EF","EFTF",0
-162,"EF","EFSS",0
-162,"EDPM","TCEM",4
-161,"EF","EFTF",0
-161,"EF","EFSS",2
-161,"EDPM","TCEM",10
-160,"EF","EFTF",0
-160,"EF","EFSS",1
-160,"EDPM","TCEM",5
-159,"EF","EFTF",0
-159,"EF","EFSS",0
-159,"EDPM","TCEM",7
-158,"EF","EFTF",0
-158,"EF","EFSS",2
-158,"EDPM","TCEM",9
-157,"EF","EFTF",0
-157,"EF","EFSS",1
-157,"EDPM","TCEM",10
-156,"EF","EFTF",0
-156,"EF","EFSS",1
-156,"EDPM","TCEM",9
-155,"EF","EFTF",0
-155,"EF","EFSS",0
-155,"EDPM","TCEM",4
-154,"EF","EFTF",0
-154,"EF","EFSS",1
-154,"EDPM","TCEM",7
-153,"EF","EFTF",0
-153,"EF","EFSS",1
-153,"EDPM","TCEM",11
-152,"EF","EFTF",1
-152,"EF","EFSS",0
-152,"EDPM","TCEM",8
-151,"EF","EFTF",0
-151,"EF","EFSS",1
-151,"EDPM","TCEM",8
-150,"EF","EFTF",1
-150,"EF","EFSS",0
-150,"EDPM","TCEM",6
-149,"EF","EFTF",0
-149,"EF","EFSS",1
-149,"EDPM","TCEM",6
-148,"EF","EFTF",3
-148,"EF","EFSS",5
-148,"EDPM","TCEM",11
-147,"EF","EFTF",1
-147,"EF","EFSS",2
-147,"EDPM","TCEM",12
-146,"EF","EFTF",0
-146,"EF","EFSS",0
-146,"EDPM","TCEM",6
-145,"EF","EFTF",0
-145,"EF","EFSS",0
-145,"EDPM","TCEM",6
-144,"EF","EFTF",0
-144,"EF","EFSS",0
-144,"EDPM","TCEM",6
-143,"EF","EFTF",1
-143,"EF","EFSS",0
-143,"EDPM","TCEM",8
-142,"EF","EFTF",0
-142,"EF","EFSS",1
-142,"EDPM","TCEM",5
-141,"EF","EFTF",0
-141,"EF","EFSS",1
-141,"EDPM","TCEM",4
-140,"EF","EFTF",0
-140,"EF","EFSS",2
-140,"EDPM","TCEM",4
-139,"EF","EFTF",1
-139,"EF","EFSS",2
-139,"EDPM","TCEM",8
-138,"EF","EFTF",1
-138,"EF","EFSS",4
-138,"EDPM","TCEM",5
-137,"EF","EFTF",2
-137,"EF","EFSS",2
-137,"EDPM","TCEM",9
-136,"EF","EFTF",2
-136,"EF","EFSS",2
-136,"EDPM","TCEM",14
-135,"EF","EFTF",0
-135,"EF","EFSS",0
-135,"EDPM","TCEM",6
-134,"EF","EFTF",0
-134,"EF","EFSS",0
-134,"EDPM","TCEM",3
-133,"EF","EFTF",2
-133,"EF","EFSS",3
-133,"EDPM","TCEM",6
-132,"EF","EFTF",0
-132,"EF","EFSS",0
-132,"EDPM","TCEM",4
-131,"EF","EFTF",1
-131,"EF","EFSS",2
-131,"EDPM","TCEM",11
-130,"EF","EFTF",1
-130,"EF","EFSS",4
-130,"EDPM","TCEM",4
-129,"EF","EFTF",1
-129,"EF","EFSS",2
-129,"EDPM","TCEM",10
-128,"EF","EFTF",1
-128,"EF","EFSS",1
-128,"EDPM","TCEM",5
-127,"EF","EFTF",1
-127,"EF","EFSS",1
-127,"EDPM","TCEM",11
-126,"EF","EFTF",3
-126,"EF","EFSS",2
-126,"EDPM","TCEM",10
-125,"EF","EFTF",1
-125,"EF","EFSS",2
-125,"EDPM","TCEM",4
-124,"EF","EFTF",0
-124,"EF","EFSS",1
-124,"EDPM","TCEM",9
-123,"EF","EFTF",1
-123,"EF","EFSS",0
-123,"EDPM","TCEM",6
-122,"EF","EFTF",0
-122,"EF","EFSS",0
-122,"EDPM","TCEM",4
-121,"EF","EFTF",0
-121,"EF","EFSS",0
-121,"EDPM","TCEM",7
-120,"EF","EFTF",0
-120,"EF","EFSS",2
-120,"EDPM","TCEM",8
-119,"EF","EFTF",1
-119,"EF","EFSS",2
-119,"EDPM","TCEM",9
-118,"EF","EFTF",0
-118,"EF","EFSS",0
-118,"EDPM","TCEM",8
-117,"EF","EFTF",0
-117,"EF","EFSS",1
-117,"EDPM","TCEM",8
-116,"EF","EFTF",2
-116,"EF","EFSS",2
-116,"EDPM","TCEM",7
-115,"EF","EFTF",0
-115,"EF","EFSS",1
-115,"EDPM","TCEM",8
-114,"EF","EFTF",0
-114,"EF","EFSS",1
-114,"EDPM","TCEM",14
-113,"EF","EFTF",2
-113,"EF","EFSS",1
-113,"EDPM","TCEM",9
-112,"EF","EFTF",1
-112,"EF","EFSS",1
-112,"EDPM","TCEM",2
-111,"EF","EFTF",1
-111,"EF","EFSS",1
-111,"EDPM","TCEM",8
-110,"EF","EFTF",1
-110,"EF","EFSS",2
-110,"EDPM","TCEM",9
-109,"EF","EFTF",2
-109,"EF","EFSS",1
-109,"EDPM","TCEM",6
-108,"EF","EFTF",2
-108,"EF","EFSS",3
-108,"EDPM","TCEM",8
-107,"EF","EFTF",0
-107,"EF","EFSS",2
-107,"EDPM","TCEM",7
-106,"EF","EFTF",0
-106,"EF","EFSS",0
-106,"EDPM","TCEM",7
-105,"EF","EFTF",1
-105,"EF","EFSS",1
-105,"EDPM","TCEM",2
-104,"EF","EFTF",1
-104,"EF","EFSS",2
-104,"EDPM","TCEM",4
-103,"EF","EFTF",1
-103,"EF","EFSS",3
-103,"EDPM","TCEM",7
-102,"EF","EFTF",0
-102,"EF","EFSS",1
-102,"EDPM","TCEM",9
-101,"EF","EFTF",1
-101,"EF","EFSS",2
-101,"EDPM","TCEM",8
-100,"EF","EFTF",1
-100,"EF","EFSS",1
-100,"EDPM","TCEM",8
-99,"EF","EFTF",1
-99,"EF","EFSS",2
-99,"EDPM","TCEM",6
-98,"EF","EFTF",0
-98,"EF","EFSS",3
-98,"EDPM","TCEM",7
-97,"EF","EFTF",0
-97,"EF","EFSS",1
-97,"EDPM","TCEM",6
-96,"EF","EFTF",0
-96,"EF","EFSS",0
-96,"EDPM","TCEM",8
-95,"EF","EFTF",1
-95,"EF","EFSS",2
-95,"EDPM","TCEM",6
-94,"EF","EFTF",0
-94,"EF","EFSS",1
-94,"EDPM","TCEM",12
-93,"EF","EFTF",0
-93,"EF","EFSS",1
-93,"EDPM","TCEM",6
-92,"EF","EFTF",0
-92,"EF","EFSS",0
-92,"EDPM","TCEM",6
-91,"EF","EFTF",0
-91,"EF","EFSS",0
-91,"EDPM","TCEM",8
-90,"EF","EFTF",3
-90,"EF","EFSS",2
-90,"EDPM","TCEM",11
-89,"EF","EFTF",0
-89,"EF","EFSS",1
-89,"EDPM","TCEM",7
-88,"EF","EFTF",0
-88,"EF","EFSS",0
-88,"EDPM","TCEM",5
-87,"EF","EFTF",0
-87,"EF","EFSS",3
-87,"EDPM","TCEM",10
-86,"EF","EFTF",0
-86,"EF","EFSS",0
-86,"EDPM","TCEM",4
-85,"EF","EFTF",3
-85,"EF","EFSS",2
-85,"EDPM","TCEM",7
-84,"EF","EFTF",0
-84,"EF","EFSS",1
-84,"EDPM","TCEM",8
-83,"EF","EFTF",1
-83,"EF","EFSS",1
-83,"EDPM","TCEM",4
-82,"EF","EFTF",0
-82,"EF","EFSS",2
-82,"EDPM","TCEM",10
-81,"EF","EFTF",1
-81,"EF","EFSS",3
-81,"EDPM","TCEM",10
-80,"EF","EFTF",0
-80,"EF","EFSS",0
-80,"EDPM","TCEM",2
-79,"EF","EFTF",0
-79,"EF","EFSS",1
-79,"EDPM","TCEM",7
-78,"EF","EFTF",1
-78,"EF","EFSS",1
-78,"EDPM","TCEM",7
-77,"EF","EFTF",0
-77,"EF","EFSS",1
-77,"EDPM","TCEM",6
-76,"EF","EFTF",0
-76,"EF","EFSS",1
-76,"EDPM","TCEM",3
-75,"EF","EFTF",0
-75,"EF","EFSS",0
-75,"EDPM","TCEM",2
-74,"EF","EFTF",1
-74,"EF","EFSS",3
-74,"EDPM","TCEM",6
-73,"EF","EFTF",1
-73,"EF","EFSS",1
-73,"EDPM","TCEM",5
-72,"EF","EFTF",1
-72,"EF","EFSS",2
-72,"EDPM","TCEM",8
-71,"EF","EFTF",1
-71,"EF","EFSS",0
-71,"EDPM","TCEM",13
-70,"EF","EFTF",1
-70,"EF","EFSS",0
-70,"EDPM","TCEM",9
-69,"EF","EFTF",0
-69,"EF","EFSS",1
-69,"EDPM","TCEM",8
-68,"EF","EFTF",0
-68,"EF","EFSS",1
-68,"EDPM","TCEM",8
-67,"EF","EFTF",1
-67,"EF","EFSS",4
-67,"EDPM","TCEM",7
-66,"EF","EFTF",0
-66,"EF","EFSS",1
-66,"EDPM","TCEM",7
-65,"EF","EFTF",0
-65,"EF","EFSS",2
-65,"EDPM","TCEM",7
-64,"EF","EFTF",3
-64,"EF","EFSS",1
-64,"EDPM","TCEM",10
-63,"EF","EFTF",0
-63,"EF","EFSS",2
-63,"EDPM","TCEM",5
-62,"EF","EFTF",0
-62,"EF","EFSS",1
-62,"EDPM","TCEM",6
-61,"EF","EFTF",2
-61,"EF","EFSS",0
-61,"EDPM","TCEM",9
-60,"EF","EFTF",0
-60,"EF","EFSS",1
-60,"EDPM","TCEM",5
-59,"EF","EFTF",0
-59,"EF","EFSS",0
-59,"EDPM","TCEM",8
-58,"EF","EFTF",0
-58,"EF","EFSS",1
-58,"EDPM","TCEM",8
-57,"EF","EFTF",0
-57,"EF","EFSS",1
-57,"EDPM","TCEM",7
-56,"EF","EFTF",0
-56,"EF","EFSS",1
-56,"EDPM","TCEM",6
-55,"EF","EFTF",0
-55,"EF","EFSS",0
-55,"EDPM","TCEM",5
-54,"EF","EFTF",0
-54,"EF","EFSS",0
-54,"EDPM","TCEM",5
-53,"EF","EFTF",1
-53,"EF","EFSS",2
-53,"EDPM","TCEM",6
-52,"EF","EFTF",2
-52,"EF","EFSS",2
-52,"EDPM","TCEM",10
-51,"EF","EFTF",0
-51,"EF","EFSS",1
-51,"EDPM","TCEM",4
-50,"EF","EFTF",0
-50,"EF","EFSS",1
-50,"EDPM","TCEM",10
-49,"EF","EFTF",0
-49,"EF","EFSS",1
-49,"EDPM","TCEM",10
-48,"EF","EFTF",1
-48,"EF","EFSS",3
-48,"EDPM","TCEM",10
-47,"EF","EFTF",1
-47,"EF","EFSS",2
-47,"EDPM","TCEM",8
-46,"EF","EFTF",0
-46,"EF","EFSS",1
-46,"EDPM","TCEM",2
-45,"EF","EFTF",0
-45,"EF","EFSS",2
-45,"EDPM","TCEM",9
-44,"EF","EFTF",0
-44,"EF","EFSS",2
-44,"EDPM","TCEM",7
-43,"EF","EFTF",0
-43,"EF","EFSS",2
-43,"EDPM","TCEM",10
-42,"EF","EFTF",0
-42,"EF","EFSS",0
-42,"EDPM","TCEM",4
-41,"EF","EFTF",1
-41,"EF","EFSS",2
-41,"EDPM","TCEM",5
-40,"EF","EFTF",1
-40,"EF","EFSS",0
-40,"EDPM","TCEM",3
-39,"EF","EFTF",0
-39,"EF","EFSS",0
-39,"EDPM","TCEM",5
-38,"EF","EFTF",0
-38,"EF","EFSS",0
-38,"EDPM","TCEM",9
-37,"EF","EFTF",1
-37,"EF","EFSS",1
-37,"EDPM","TCEM",8
-36,"EF","EFTF",0
-36,"EF","EFSS",1
-36,"EDPM","TCEM",4
-35,"EF","EFTF",0
-35,"EF","EFSS",2
-35,"EDPM","TCEM",7
-34,"EF","EFTF",0
-34,"EF","EFSS",2
-34,"EDPM","TCEM",4
-33,"EF","EFTF",1
-33,"EF","EFSS",1
-33,"EDPM","TCEM",5
-32,"EF","EFTF",1
-32,"EF","EFSS",3
-32,"EDPM","TCEM",9
-31,"EF","EFTF",1
-31,"EF","EFSS",1
-31,"EDPM","TCEM",10
-30,"EF","EFTF",0
-30,"EF","EFSS",0
-30,"EDPM","TCEM",4
-29,"EF","EFTF",0
-29,"EF","EFSS",0
-29,"EDPM","TCEM",6
-28,"EF","EFTF",1
-28,"EF","EFSS",2
-28,"EDPM","TCEM",7
-27,"EF","EFTF",0
-27,"EF","EFSS",2
-27,"EDPM","TCEM",9
-26,"EF","EFTF",0
-26,"EF","EFSS",0
-26,"EDPM","TCEM",3
-25,"EF","EFTF",0
-25,"EF","EFSS",3
-25,"EDPM","TCEM",4
-24,"EF","EFTF",1
-24,"EF","EFSS",3
-24,"EDPM","TCEM",8
-23,"EF","EFTF",0
-23,"EF","EFSS",3
-23,"EDPM","TCEM",10
-22,"EF","EFTF",0
-22,"EF","EFSS",1
-22,"EDPM","TCEM",8
-21,"EF","EFTF",3
-21,"EF","EFSS",2
-21,"EDPM","TCEM",9
-20,"EF","EFTF",0
-20,"EF","EFSS",2
-20,"EDPM","TCEM",7
-19,"EF","EFTF",1
-19,"EF","EFSS",0
-19,"EDPM","TCEM",7
-18,"EF","EFTF",1
-18,"EF","EFSS",1
-18,"EDPM","TCEM",6
-17,"EF","EFTF",0
-17,"EF","EFSS",3
-17,"EDPM","TCEM",4
-16,"EF","EFTF",0
-16,"EF","EFSS",1
-16,"EDPM","TCEM",7
-15,"EF","EFTF",2
-15,"EF","EFSS",4
-15,"EDPM","TCEM",6
-14,"EF","EFTF",0
-14,"EF","EFSS",1
-14,"EDPM","TCEM",6
-13,"EF","EFTF",0
-13,"EF","EFSS",1
-13,"EDPM","TCEM",8
-12,"EF","EFTF",0
-12,"EF","EFSS",0
-12,"EDPM","TCEM",7
-11,"EF","EFTF",1
-11,"EF","EFSS",0
-11,"EDPM","TCEM",9
-10,"EF","EFTF",1
-10,"EF","EFSS",2
-10,"EDPM","TCEM",6
-9,"EF","EFTF",1
-9,"EF","EFSS",2
-9,"EDPM","TCEM",4
-8,"EF","EFTF",1
-8,"EF","EFSS",3
-8,"EDPM","TCEM",9
-7,"EF","EFTF",0
-7,"EF","EFSS",1
-7,"EDPM","TCEM",7
-6,"EF","EFTF",0
-6,"EF","EFSS",2
-6,"EDPM","TCEM",14
-5,"EF","EFTF",0
-5,"EF","EFSS",1
-5,"EDPM","TCEM",5
-4,"EF","EFTF",0
-4,"EF","EFSS",0
-4,"EDPM","TCEM",5
-3,"EF","EFTF",4
-3,"EF","EFSS",3
-3,"EDPM","TCEM",8
-2,"EF","EFTF",1
-2,"EF","EFSS",3
-2,"EDPM","TCEM",11
-1,"EF","EFTF",1
-1,"EF","EFSS",3
-1,"EDPM","TCEM",2
0,"EF","EFTF",1
0,"EF","EFSS",3
0,"EDPM","TCEM",9
1,"EF","EFTF",1
1,"EF","EFSS",3
1,"EDPM","TCEM",14
2,"EF","EFTF",1
2,"EF","EFSS",1
2,"EDPM","TCEM",8
3,"EF","EFTF",0
3,"EF","EFSS",0
3,"EDPM","TCEM",10
4,"EF","EFTF",1
4,"EF","EFSS",2
4,"EDPM","TCEM",3
5,"EF","EFTF",1
5,"EF","EFSS",1
5,"EDPM","TCEM",6
6,"EF","EFTF",2
6,"EF","EFSS",2
6,"EDPM","TCEM",11
7,"EF","EFTF",0
7,"EF","EFSS",2
7,"EDPM","TCEM",9
8,"EF","EFTF",0
8,"EF","EFSS",1
8,"EDPM","TCEM",10
9,"EF","EFTF",0
9,"EF","EFSS",2
9,"EDPM","TCEM",8
10,"EF","EFTF",0
10,"EF","EFSS",0
10,"EDPM","TCEM",8
11,"EF","EFTF",0
11,"EF","EFSS",2
11,"EDPM","TCEM",12
12,"EF","EFTF",0
12,"EF","EFSS",2
12,"EDPM","TCEM",5
13,"EF","EFTF",0
13,"EF","EFSS",2
13,"EDPM","TCEM",5
14,"EF","EFTF",1
14,"EF","EFSS",2
14,"EDPM","TCEM",6
15,"EF","EFTF",0
15,"EF","EFSS",0
15,"EDPM","TCEM",8
16,"EF","EFTF",1
16,"EF","EFSS",1
16,"EDPM","TCEM",8
17,"EF","EFTF",0
17,"EF","EFSS",0
17,"EDPM","TCEM",10
18,"EF","EFTF",0
18,"EF","EFSS",1
18,"EDPM","TCEM",7
19,"EF","EFTF",1
19,"EF","EFSS",2
19,"EDPM","TCEM",10
20,"EF","EFTF",1
20,"EF","EFSS",0
20,"EDPM","TCEM",8
21,"EF","EFTF",0
21,"EF","EFSS",3
21,"EDPM","TCEM",7
22,"EF","EFTF",1
22,"EF","EFSS",0
22,"EDPM","TCEM",8
23,"EF","EFTF",1
23,"EF","EFSS",1
23,"EDPM","TCEM",4
24,"EF","EFTF",0
24,"EF","EFSS",0
24,"EDPM","TCEM",10
25,"EF","EFTF",0
25,"EF","EFSS",1
